Región 13,76592836,2,Decide Spa,,Blñanco Viel 1108 Of 5b,Santiago,232177516,Otec,contacto@decideotec.cl,,
Región 13,76560417,6,Crecer Chile Otec Spa,Crecer Chile Otec Spa,"Bandera 883, Of. 211",Santiago,22705220,Otec,contacto@crecer-chile.cl,,
Región 13,76493796,1,Capacitacion Funcional Spa,Capacitacion Funcional Spa,Bandera 84 Of 212,Santiago,232244420,Otec,cursos@capacitacionfuncional.cl,,
Región 13,76400328,4,Training Chile Servicios De Capacitación Spa,Training Chile Spa,"Diagonal Paraguay N° 481, Of. 68",Santiago,232239149,Otec,nataliamolina@campuschile.cl,consultas@campuschile.cl,
Región 13,76462722,9,Capacitación Cahp Spa,Capacitación Cahp Spa,"Compañia De Jesús N° 1390, Of. 312, -A",Santiago,232066320,Otec,hpadilla@cahp.cl,,
Región 13,50256060,3,Ricardo Correa Soto Spa,Crownliet Spa,Compañia Nº 1447,Santiago,226873625,Otec,crownliet@crownliet.cl,,
Región 13,76361424,7,Protraining  Otec Spa,Protraining  Otec Spa,"Enrique Mac Iver N° 22, Of. N° 605",Santiago,26326148,Otec,secretaria@norconsulting.com.ar,,
Región 13,76226192,8,Instituto De Capacitación De Chile Spa,Icch Spa,Huerfanos N° 1055. Of.311-B,Santiago,26966869,Otec,director@capacitacionicch.cl,,
Región 13,76636603,1,Organismo Técnico De Capacitación Otec , Erik Marcelo Molina Canales E.I.R.L.(Alcalá Capacitaciones E.I.R.L.),"San Antonio 510, Of. 304",Santiago,26383347,Otec,info.capacitacion@grupoalcala.cl,Erikmolinac@gmail.com,
Región 13,76101794,2,Servicios De Capacitación Juan Pablo Olmos E.I.R.L,Formación Integral  E.I.R. L.,"Moneda 856, Of. 306",Santiago,226951551,Otec,jolmos@formacionintegral.cl,,
Región 13,76221564,0,Eprime Formación Limitada,Eprime Formación Ltda.,"Huérfanos Nº886, Of. 904",Santiago,227911086,Otec,alexandra.momberg@eprime.cl,,
Región 13,76145906,6,Centro Técnico De Capacitación Valbel Limitada,Valbel Capacitación Ltda.,Eduardo Matte Nº 1726,Santiago,223031121,Otec,info@valbel.cl,,
Región 13,76374770,0,Assin Capacitación Limitada,Assin Capacitación Limitada,Estado 235 Of. 1105,Santiago,6380095,Otec,personal@assin.net,,
Región 13,77951230,4,Espacio Empresarial Capacitación Limitada,Espacio Empresarial,Calle Chiloé Nª 1202,Santiago,225544463,Otec,abascunan@espacioempresarial.cl,,
Región 13,76038690,1,Teamwork Capacitación Limitada,Teamwork Capacitacion Ltda.,"La Concepción 141, Piso 11, Oficina 1101",Santiago,225190300,Otec,sarenas@team-work.cl,,
Región 13,76002890,8,Sociedad De Capacitación Para  El Progreso Limitada,Progreso Ltda,"Catedral Nº1233, Of. 1003",Santiago,32239770,Otec,contacto@otecprogreso.cl,,
Región 13,77978130,5,Servicios De Capacitación Calidad Y Mejoramiento Limitada,Capacitación Quality & Improvement,Av. Lib. Bdo. O´Higgins N °1112 Of.501,Santiago,26723832,Otec,capacitacion@acqi.cl,,
Región 13,84508600,1,Instituto De Estudios Y Seminarios Tributarios Setri Limitada,Setri Ltda,Almirante Lorenzo  Gotuzzo Nº 96  Of 64,Santiago,226725734,Otec,setri@setri.cl,,
Región 13,76267947,7,Sabadell Capacitación S.A.,Sabadell Capacitación S.A.,Echaurren 408,Santiago,226895347,Otec,contacto@sabadellcapacitacion.cl, mnanjari@sabadellpersonal.,
Región 13,76681440,9,Aplicap S.A.,Aplicap,"Catedral Nº 1009, Of. 902",Santiago,26952014,Otec,info@aplicap.cl , sandra.parra@aplicap.cl,
Región 13,76088864,8,Kibernum Capacitación S.A.,Kibernum Capacitación S.A.,"Huérfanos N° 835, Piso 7, Of. 703",Santiago,229246760,Otec,nelly.farias@kibernumcapacitacion.com,,
Región 13,96673200,8,Capacituc S.A.,Capacita Uc,Marcoleta N°449 Local 2-A-2-B,Santiago,26862117,Otec,alejandra.rojas@capacitauc.cl,capacitauc@capacitauc.cl,
Región 13,77724510,4,Capacitaciones Capacitando Chile Spa,Capacitando Chile Spa.,"Fanor Velasco Nº 27,",Santiago,26880986,Mixto,dolivares@capacitandochile.cl, capacitando.chile@gmail.com,
Región 13,76530908,5,Gap Capacita Limitada,Gap Capacita Limitada,"Pedro Lagos 521, Of. Ex-572",Santiago,227015254,Otec,info@gapcapacita.cl,javiera.rierar@gmail.com,
Región 13,76521359,2,Servicios De Capacitación Plural Capacita Limitada,Plural Capacita Ltda.,"Fanor Velasco 85, Of. 804",Santiago,22610876,Otec,consultas@pluralcapacitsa.cl,spcarvaj@gmail.com,
Región 13,76577689,9,Thinking Different Capacitación Limitada,Td Chile Capacitación Ltda.,"Agustina 972, Of. 410",Santiago,26964087,Otec,contacto@thinkingdifferent.cl,lcaa.consultor@gmail.com,
Región 13,76431717,3,Stella Maris Capacitación Limitada,Stella Maris Capacitación Ltda.,"Sierra Bella N° 1231, Of. 11",Santiago,25511319,Otec,contacto@otecstellamaris.cl, jcandiam@otecstellamaris.cl,
Región 13,76402598,9,Tilatam Capacitación Limitada,Tilatam Capacitación Limitada,"Huérfanos N° 1160, Depto. /Local N° 1204",Santiago,24652835,Otec,jorge.basulto@tilatamcapacitacion.cl,cokepatricio@gamil.com,
Región 13,76384444,7,Sociedad Educap Capacitación Limitada,Otec Training Courses Limitada,"Huérfanos N° 886, Of. N° 1120",Santiago,22633512,Otec,capacitacion@grupoeducap.cl,capacitacion.educap@gmail.com,
Región 13,76377011,7,Capgenesis Capacitación Limitada,Capgenesis Ltda,"Serrano N° 140, Of. 22",Santiago,26640643,Otec,capacitacion@capgenesis.tie.cl,ghernandez@capgenesis.tie.cl,
Región 13,76471818,6,Otec Centro De Capacitación San Martín Limitada,Capacitaciones San Martín Ltda.,"Av. Libertador Bdo, Ohiggins N° 1370, Of. 202",Santiago,26970894,Otec,contacto@otecsanmartin.cl,,
Región 13,76443007,7,Formar Chile Capacitación Limitada,Formar Chile Limitada,"Ahumada N° 312, Of.N° 618",Santiago,225031916,Otec,evaldez@formarchile.cl,jvalenzuela@formarchile.cl,
Región 13,76580610,0,Codesser Capacitación Limitada,Codesser Capacitación Ltda.,Tenderini  187,Santiago,25853356,Otec,pablo.saini@codesser.cl,,
Región 13,76366489,9,Estudieonline Capacitaciones Limitada,Estudieonline Ltda.,"Bandera N° 620, Of. N° 510",Santiago,26963400,Otec,info@estudieonline.cl,,
Región 13,76424475,3,Centro De Formación Y Desarrollo Profesional Reactiva-T Limitada.,Reactiva-T Ltda.,Nueva Compañía N° 425- Oficina 103,Santiago,226966596,Otec,reactivat@outlook.com,,
Región 13,76332761,2,Integrados Capacitaciones Limitada,Integrados Capacitaciones Ltda.,"Calle Ayacucho N° 489, Of. N° 41-A",Santiago,26323520,Otec,info@inecap.cl,,
Región 13,76280102,7,Centro De Capacitación Garden Limitada,Capacitación Garden Ltda.,Paseo Huérfanos 1055 Oficina 405,Santiago,29424438,Otec,ytorres@agseguridad.cl,,
Región 13,76348334,7,Converge Capital Humano Limitada,Converge Ltda.,"Diagonal Paraguay N° 481, Of: 83",Santiago,229797607,Otec,jaimeflorex@gmail.com,,
Región 13,76058274,3,Centro De Desarrollo Y Formación Continua Limitada,Bcn School O Comuniser,Av. Portugal 1279,Santiago,229738597,Otec,jarka@bcnschool.cl,,
Región 13,76278421,1,Centro De Entrenamiento Para Líderes Limitada,V & P Grow Institute Ltda.,"Enrique Mac-Iver N° 484, Of. N° 63",Santiago,26643133,Otec,contacto@growinstitute.cl,,
Región 13,76317641,K,Asesoria En Capacitación Limitada,Asetran Capacitación Ltda.,"Sotero Del Río N° 508, Of. N° 610",Santiago,222471262,Otec,info@asetrancapacitacion.cl,,
Región 13,76143382,2,Gestión Del Aprendizaje Y Entrenamiento Imhotep Limitada,,"Estado N° 215, Of. 705",Santiago,26973820,Otec,info@imhotep.cl,imhotep.otec@gmail.com,
Región 13,76245541,2,Cit Educa Spa,Cit Educa Spa,"Paseo Phillips N° 451, Piso 18, Of. N° 1802",Santiago,25840691,Otec,info@citeduca.cl,,
Región 13,76133498,0,Council Capacitación Limitada,Council Chile Ltda.,"Serrano N° 73,  Of. N° 414",Santiago,226718632,Otec,magonzalez@council.cl, contacto@council.cl,
Región 13,76146704,2,Guzmán Y Villalobos Compañia Ltda.,Carpe Diem Capacitación Limitada,"Teatinos 251, Of.709",Santiago,26715503,Otec,marcela.guzman@carpediemcapacitacion.cl,,
Región 13,76131318,5,Hernández & Nawrath Capacitación Limitada,Terraqueum Capacitación Limitada,San Isidro N° 401,Santiago,26341283,Otec,info@terraqueum.com,,
Región 13,76768230,1,Centro De Capacitación Cámara De Comercio De Santiago Limitada,,"Moneda Nº 856,Piso 7",Santiago,24992603,Otec,jrubio@ccs.cl,,
Región 13,76046672,7,Transtecnia Capacitacion Ltda,Transtecnia Ltda,Adriana Undurraga 220,Santiago,227157240,Otec,vquiero@transtecnia.cl, hsaint@transtecnia.cl,
Región 13,76976510,7,Centro De Capacitación Alcalá Limitada,Alcalá Capacitación,Merced 346 Of. F3,Santiago,6327262,Otec,info@alcalaconsultores.cl,,
Región 13,77605760,6,Orsan Capacitación Limitada,Orsan Capacitación Ltda,Estado N° 337 Oficina 502,Santiago,23818677,Otec,matriculas@orsancapacitacion.c,,
Región 13,77727120,2,Servicios De Capacitación Para La Calidad Total Limitada,T.Q.M. Chile Ltda.,"Estado Nº359, Piso 3",Santiago,26386254,Otec,tqmchileltda@gmail.com, larayahernandez@gmail.com,
Región 13,77534810,0,Instituto De Capacitación Y Asesoría Profesional Limitada,Incasep Ltda.,Domeyko Nº 1 760 - 1762 - 1764,Santiago,26725758,Otec,incasep@incasep.cl,,
Región 13,76136880,K,Altis Capacitación Limitada,Altis Limitada,"Bandera Nº883,  Piso 2,  Of. 202",Santiago,26954185,Otec,marcelo@altis.cl,,
Región 13,76016480,1,Mypes Capacitación Ltda.,,Pasaje República  Nº 15 Of. 11,Santiago,226980256,Otec,abascunan@mypes.cl,,
Región 13,76069710,9,Celeris Servicios De Capacitación Limitada,Celeris Ltda. Y/O Celeris Ltda.,"Santo Domingo 550, Piso 4º",Santiago,8870608,Otec,contacto@celeris.cl,,
Región 13,77572410,2,Sociedad Mella Capacitación Compañía Limitada,Mella Capacitación Limitada,Agustinas  Nº 715  Of.303,Santiago,26886421,Otec,infomella@mellaconsultores.cl,,
Región 13,78421370,6,"Leiva, Ulloa Y Compañía Limitada",Cegesem Ltda.,Agustina N° 1442 Torre B Of. 508,Santiago,6951424,Otec,info@cegesem.cl,,
Región 13,77574940,7,Centro Desarrollo Para La Acción Limitada,Cenda Ltda,Virginia Opazo 31,Santiago,26715764,Otec,klamoza@cenda.cl,,
Región 13,77459870,7,Capacitaciones Chile Suizo  Limitada,Instituto Chileno-Suizo De Idiomas,"José Victorino Lastarria  93, Piso 2",Santiago,26385414,Otec,info@chilenosuizo.cl,,
Región 13,77102550,1,"Capacitación, Oportunidad, Acción Chile Ingeniería Interpersonal Limitada",Coaching Ltda.,Av. Portugal Nº 20 Of. 68,Santiago,22457717,Otec,info@coachingcapacita.cl,,
Región 13,76715460,7,Sociedad De Capacitacion Conifos Limitada,Otec Conifos Ltda.,Pasaje Príncipe De Gales  67,Santiago,6990570,Otec,eluco@conifos.cl,,
Región 13,76542930,7,U Y M Capacitación Spa,,"Serrano N° 14, Of. 101",Santiago,226643198,Otec,capacitacion@uym.cl, pmolina@uym.cl,
Región 13,76588320,2,América Xxi Capacitación Limitada,América Xxi Capacitación,"Huérfanos 669, Of. 612",Santiago,26719115,Otec,mulloa@americaveintiuno.cl,,
Región 13,76584140,2,Centro De Capacitación Ambiental  Laboral Y Técnica Limitada,Altec Limitada,Avda. Bdo. Ohiggins 723 Of. 82,Santiago,226336898,Otec,contacto@altec.cl,,
Región 13,76180912,1,Santo Tomas Educación Continua Limitada,Santo Tomas Educacion Continua,"Ejercito 146, , 4 Piso",Santiago,225308370,Otec,capacitacion@santotomas.cl,,
Región 13,77493820,6,"Servicios De Capacitación, Alcance Limitada",Alcance Capacitación Ltda.,San Antonio 510 Of.401,Santiago,26321668,Mixto,lorena.olmos@fundacionalcance.org,,
Región 13,78868230,1,Atento Educación Limitada,Atento Educacion Ltda,Avda. Libertador Bernardo O'Higgins Nº552             ,Santiago,2009131,Otec,jbpino@atentochile.cl,,
Región 13,78115670,1,Psicus Consultores Profesionales Limitada,Psicus Profesionales Limitada,Merced N° 128,Santiago,26387783,Otec,capacitacion@psicus.cl,,
Región 13,78964300,8,Sociedad De Consultoria Y Capacitación Limitada,Dgm Audiovisual,"Jaime Eyzaguirre Nº 9, Oficina 53",Santiago,6355931,Otec,info@dgm.cl,,
Región 13,77003020,K,Eme Capacitación Limitada,Eme Capacitación Limitada,Manuel Montt N° 515,Santiago,29820339,Otec,info@emelimitada.cl,,
Región 13,65721030,7,Fundación De Beneficiencia Cristo Vive - Formación Laboral,Cristo Vive - Formación,Santo Domingo Nº 1690,Santiago,1221183,Otec,contabilidad@fundacioncristovive.cl,,
Región 13,65056389,1,Fundación Para La Capacitación Fucap,Fucap,Domeyko N° 1750,Santiago,6721049,Otec,funcap@funcap.cl,,
Región 13,84694600,4,Centro De Formación Técnica Santo Tomas Limitada,Centro De Formación Técnica Santo Tomas,José Miguel Carrera Nº158,Santiago,3763400,Mixto,crdejong@santotomas.cl,,
Región 13,96635520,4,Instituto Profesional La Araucana S.A.,Ipla,Ejército  Nº 171,Santiago,224272010,Otec,soyarcep@iplaaraucana.cl,,
Región 13,81698900,0,Pontificia Universidad Catolica De Chile,Puc,Av. Libertador Bernardo O'Higgins Nº 390,Santiago,23546594,Otec,agonzald@uc.cl,,
Región 13,76575410,0,Rodelillo Emprende Limitada,Rodelillo Emprende,Concha Y Toro 11 Of. 101,Santiago,26729105,Otec,lcurrin@rodelillo.cl,,
Región 13,77805400,0,E-Syste Capacitación  S.A.,E-Syste Capacitación S.A.,Tucapel Jiménez Nº40,Santiago,26647881,Otec,conta@asyste.com,,
Región 13,76200772,K,Servicios De Capacitación Prosense Ltda.,Prosense Ltda.,"Diagonal Paraguay N° 481, Of. 127",Santiago,232242196,Otec,sescobar@prosense.cl,,
Región 13,76615849,8,Patricio Osorio Capacitaciones E.I.R.L,Concrevi Centro De Capacitaciones Eirl,Lord Cochrane 30 Of 309,Santiago,226996902,Otec,contacto@concrevi.cl,,
Región 13,76259696,2,Servicios De Capacitación Procap Spa,Procap Spa,Compañia 2077 Of.13,Santiago,224080252,Otec,clo@capacitacionoficiolaboral.cl , chkeidong@gmail.com,
Región 13,76332973,9,Franco Bonatici Capacitaciones Training Trades E.I.R.L.,Capacitación Training Trades E.I.R.L.,"Ahumada N° 131, Of. N° 714",Santiago,28003818,Otec,contacto@trainingtrades.cl,,
Región 13,76413062,6,Moya Y Gonzalez Sociedad De Responsabilidad Limitada,Otec Sophos Ltda.,"Phillips 451, Of. 1106",Santiago,232164119,Otec,contacto@otecsophos.cl,mmmoya7@gmail.com,
Región 13,76399939,4,Centro  De Capacitación Gabriel Andrés Avalos Campos E.I.R.L,Asceseg Capacitaciones E.I.R.L.,"Santo Domingo 1083,Of. 106",Santiago,26985997,Otec,info@asciseg.cl,gavalos@asciseg.cl,
Región 13,76366822,3,Geducase Capacitación Limitada,,"Santo Domingo 784, Of. 15",Santiago,226328073,Otec,geducase.capacitacion@gmail.com,,
Región 13,76195963,8,Capacitación Y Desarrollo Rodolfo Muñoz E.I.R.L.,Cadess Capacitación,"Diagonal Paraguay N° 481, Of. 91",Santiago,24349234,Otec,capacitacion@cadess.cl,,
Región 13,76600636,1,Ifa Full Capacitación Spa,Ifa Full Capacita/Capacifull Spa,Fanor Velasco 26,Santiago,232263488,Otec,ifuentes@ifafullseguridad.cl,maribelgalleguillos@gmail.com,
Región 13,76403767,7,Innova Cea Capacitaciones Limitada,Innova Cea Ltda.,"Ahumada N° 370, Of. 529",Santiago,26970518,Otec,info@innovaceacapacitaciones.cl,,
Región 13,77768490,6,Lizama Consultores,,"Huérfanos1249, Of. 51",Santiago,226728440,Otec,alejandra@lizamaconsultores.com ,,
Región 13,79860950,5,Instituto Profesional De Arte Y Comunicación Arcos S.A.,Arcos S.A.,Santo Domingo Nº 789                                            ,Santiago,23657000,Otec,otec@arcos.cl,,
Región 13,77880530,8,Capacitación Y Consultoría Modifica Limitada,Modifica Consultores Ltda,Agustinas 853 Oficina 533,Santiago,226387307,Otec,gerencia@grupomodifica.cl,,
Región 13,72155500,3,Fundación De Capacitación Vida Rural De La Pontificia Universidad Católica De Chile,Fundación De Capacitación Vida Rural De,"Jaime Eyzaguirre No.9 , Of. 44",Santiago,26354931,Otec,jramirez@fvruc.cl,,
Región 13,76091487,8,Sociedad De Capacitación Y Educación Perfección Limitada,Qec Capacitación Ltda.,Santiago Nº 1023,Santiago,229445151,Otec,capacitacion@qec.cl,,
Región 13,76157376,4,Capacitación  Otec Carpe Diem Limitada.,Capacitación  Otec Carpe Diem Ltda.,"Agustinas 972, Of. 607",Santiago,26967077,Otec,rpavez@carpediemct.cl,,
Región 13,76502931,7,Organismo Técnico De Capacitación I-Cap Limitada,I-Cap Limitada,"Compañía De Jesus N° 1390, Piso11, Of. 1105",Santiago,27909578,Otec,d.cisterna@i-cap.cl,,
Región 13,76676730,3,Avilés Y Compañía Limitada,Map Capacitación Ltda,"Marín 80, Oficina 511",Santiago,227017192,Otec,capacita@mapcapacitacion.cl,,
Región 13,76801750,6,Gam Training Capacitación Limitada,Gam Training,Huérfanos 1160 Of. 1211,Santiago,26713512,Otec,valmonacid@gamtraining.cl,,
Región 13,76079983,1,Centro De Capacitación Y Desarrollo De Habilidades Técnicas Habilsa S.A.,Habilsa Capacitación S.A.,Huérfanos  1022 Of. 603,Santiago,26715344,Otec,habilsa@habilsa.cl,,
Región 13,76392106,9,Centro De Desarrollo En Formación Laboral Limitada,Otec Centro Dfl Limitada,"Doctor Sótero Del Río N° 508, Of. N° 505",Santiago,26980004,Otec,cvillegas@centrodfl.cl,mpuentes@centrodfl.cl,contacto@centro
Región 13,76379564,0,Formativa Integral Limitada,Formativa Integral Limitada,"Dr. Sótero Del Ríos N° 465, Of N° 31",Santiago,26501223,Otec,info@formativaintegral.cl,,
Región 13,71540800,7,Universidad De Las Americas,,Republica N° 71                                                ,Santiago,22531100,Otec,ecastillo@udla.cl,,
Región 13,76096955,9,Alonso Y Valdivia Capacitación Limitada,Avcapacita,"Nueva York Nº 53, Ofic. 61",Santiago,2471484,Otec,otec@av-capacita.cl,,
Región 13,76375208,9,Maria Concepción Rodriguez Bustamante Capacitación E.I.R.L.,Oteclic E.I.R.L.,"Estado N° 215, Of. N° 1012",Santiago,6320088,Otec,capacitación @oteclic.cl,,
Región 13,76108611,1,Servicios De Capacitación Bustos Y Bustos Ltda.,Abc & Capacitación,Paeso Bulnes 180 Piso3 Oficina 32.,Santiago,2721355,Otec,info@abccapacitacion.cl,,
Región 13,76674999,2,Otemax Spa,,"Compañia N° 1390, Of. 2003",Santiago,222700804,Otec,scanete@otemax.cl,capacitación@otemax.cl,
Región 13,76540566,1,Eduxpert Spa,Eduxpert Spa,"Avda. Presidente Bulnes 79, Of. 105",Santiago,222470749,Otec,cristobal@eduxpert.cl,info@eduxpert.cl,max@eduxpert.cl
Región 13,76475365,8,Capacitaciones Deportivas Spa,Capacitaciones Deportivas Spa,"Copañia 1291, Od. 306",Santiago,232065748,Otec,jorgealcaino@chod.cl,,
Región 13,76655536,5,Escuela De Capacitación De Chile Spa,Escuela De Capacitación De Chile Spa,"Estado N° 215, Of.316",Santiago,26382855,Otec,contacto@edechile.cl, Paolamarin@edechile.cl,
Región 13,76372607,K,Centro De Capacitación Y Negocios De Chile Spa,Centro De Capacitación Y Negocios De Chi,"Agustinas 1022, Of. 310",Santiago,227041610,Otec,info@cegnec.cl,secretaria@cecneg.cl,
Región 13,76589803,K,Innovatec Spa,Innovatec Spa,"Compañia 2077, Of: 10",Santiago,226990657,Otec,contacto@innovaacademy.cl,mgatica@innovaacademy.cl,
Región 13,76553547,6,Tactika Capacitacion Spa,,Alfredo Barros Errazuriz 1953 Of 601,Santiago,224004179,Otec,jaimelara@tactika360.cl,,
Región 13,76440456,4,Intra Protect Spa,,Rogelio Ugarte 1817,Santiago,229045301,Otec,tunda@transcap.cl,,
Región 13,76606076,5,Bt Procap Spa,,Amunategui 471 Of 11,Santiago,226991925,Otec,ruben.beas@btprocap.cl,,
Región 13,76617054,4,Tresve Spa,,Francisco Bilbao 1902,Santiago,228968984,Otec,otec@treve.cl,,
Región 13,76606334,9,Desarrollo De Competencias Y Formacion Continua Spa,,Merced 318 Of 32,Santiago,223010053,Otec,contacto@dcfcapacitacion.cl,,
Región 13,76471093,2,Capacitaciones Mas Tu Spa,Mas Tu Spa,Calle Compañia 2077 Of 07,Santiago,232179492,Otec,sandra.figueroa@mastu.cl,,
Región 13,76600464,4,Sinaptics Spa,,Agustinas 1161 Of 218,Santiago,227004322,Otec,fabian.caro@sinaptics.cl,,
Región 13,76559415,4,Eco Working Capacitaciones Spa,,"Merced 22, Of. 702",Santiago,222471089,Otec,contacto@ecoworking.cl,clientes@acreditaciones.cl,
Región 13,76581924,5,Donde Esta La Meta Capacitación Spa,,"Serrano 73, Of. 1101",Santiago,222469720,Otec,contacto@dondeestalameta.cl,francisco.reyes@dondeestalameta.,
Región 13,76535982,1,Activa Capacitación Spa,,Avda Bulnes N°79 Of 64-D,Santiago,226094296,Otec,contacto@activacapacitacionspa.cl,,
Región 13,76595859,8,Servicios De Capacitación Golden Spa,Servicios De Capacitación Golden Spa,"Santa Rosa N° 17, Of. 41",Santiago,232176964,Otec,contacto@goldenc.cl,man@goldenc.cl,
Región 13,76585357,5,Sumar Capacitación Spa,,Moneda (Oficina 712) 812,Santiago,32171891,Otec,contacto@sumarcapacitacion.cl,,
Región 13,76468931,3,Ipis Consultores Spa,Ipis Consultores Spa,"Diagonal Paraguay 481, Of. 97",Santiago,232233029,Otec,cbocaz@ipisconsultores.cl,,
Región 13,76519831,3,Capacitaciones Optium Spa,"Optium Spa, Optium. Cl Spa",San Isidro 1682,Santiago,227964754,Otec,INFO@OPTIUM.CL,JASNA@OPTIUM.CL,
Región 13,76518571,8,Otec Captur 4x4 Spa,Captur 4x4,"Serrano 73, Of. 516",Santiago,227590846,Otec,contacto@captur 4x4.cl,g.vallejos@captur4x4.cl,
Región 13,76478872,9,Otec Aurinko Spa,,Agustinas 1442 Torre B Oficina 409,Santiago,26963067,Otec,info@otecaurinko.cl,,
Región 13,76177175,2,Otec Instituto De Las Artes De Chile  Spa,Otec Instituto De Las Artes De Chile Spa,"Bandera N° 537, Of: 27",Santiago,269665786,Otec,director@institutodelasartes.cl,info@institutidelasartes.cl,
Región 13,76480258,6,Motivar Capacitaciones Profesionales Spa,Motivar Capacitaciones Profesionales Spa,"Agustinas N° 853, Of. N° 307",Santiago,32081758,Otec,motivar@motivar.cl,,
Región 13,76376852,K,Educación Y Capacitación Basilea Spa,Instituto Basilea Spa,"Avda. Del Libertador Bdo Ohiggins 1112, Of: N° 503",Santiago,26962366,Otec,contacto@institutobasilea.cl, cynthia.montero@institutobasil,
Región 13,76442943,5,Sinergia Capacitación Spa,Sinergia Capacitación Spa,"Sazie N° 2021, Of. N° 29",Santiago,25040832,Otec,contacto@sinergiacapacitaciones.cl,harold.aviles@gmail.com,
Región 13,76467193,7,Capacitación De Operadores De Equipos Mineros De Lzaje Spa,Coemi Spa,"Serrano N° 73, Pf. 1010",Santiago,232239668,Otec,jaycobm@coemi.cl,alexism@coemi.cl,
Región 13,76369599,9,Centro De Estudios Y Capacitación Juridica Lextec Spa,Lextec Spa/ Legal Training,"Carlos Porter N° 8, Of. 201",Santiago,226659342,Otec,contacto@legaltraining.cl,,
Región 13,76424217,3,Gestiona Talento Capacitación Spa,Gestiona Talento Capacitación Spa,"Estado N° 215, Bloque N° 201",Santiago,26642476,Otec,contacto@gtcapacitación.cl,,
Región 13,76363593,7,Centro De Capacitación E-Coach Spa,E-Coach Spa,"San Antonio N° 486, Of.N° 144",Santiago,26381998,Otec,contacto@e-coach.cl,,
Región 13,76138071,0,Generapro Capacitación Spa,Generapro Capacitación Spa,"Agustinas N° 814, Of. N° 711",Santiago,0,Otec,generaprocapacitacion@gmail.com, eduardo.matamala@sharpecia.,
Región 13,76334949,7,Formación Ti Spa,Track -It Formación Spa,Merced  N° 838-A  Of. N°77,Santiago,26569104,Otec,info@formacionti.cl,,
Región 13,76873710,K,Instituto John F. Kennedy Centro De Capacitación Spa,Instituto John F. Kennedy Limitada,Ejercito N° 65,Santiago,2367700,Otec,pamela.astorga@institutokennedy.cl,,
Región 13,76324601,9,Centro De Capacitación Y Perfeccionamiento En Salud Salvaunavida Spa,Salvaunavida Spa,"Valentín Letelier N° 20, Dpto. N° 304, Of. N° 2",Santiago,32009575,Otec,contacto@salvaunavida.cl,,
Región 13,76375647,5,Sociedad De Capacitación Red Capacita Spa,Red Capacita Spa,"Enrique Maciver N° 484, Of. N° 105",Santiago,91281909,Otec,otec@red-capacita.cl,,
Región 13,76362585,0,Organismo Técnico De Capacitación K-Pacita Spa,K-Pacita Spa,"San Isidro N° 401, Of. N° 3",Santiago,232243417,Otec,info@k-pacita.cl,,
Región 13,76338001,7,"Instituto Nacional De Formación, Liderazgo Y Capacitación Spa","Instituto Nacional De Formación, Lideraz",Bandera 620-Oficina 503,Santiago,226994015,Otec,info@otecinstitutonacional.com,,
Región 13,76300645,K,Centro De Formación  Y Capacitación Pro-Active Spa,Accit Capacitaciones Spa,"Ahumada N° 312, Of. N° 219",Santiago,226969997,Otec,patricia.pino.t@gmail.com, info@accicapacitacion.cl,
